2.000000000000000000e+00,2.158150650421675527e+04,1.595632152080085220e+01,3.069776807198193805e-02,1.210099667704115506e-01,4.749668435013262857e-02,1.040000000000000000e+02,1.465567350697976963e+02,1.147282453438296823e+00,2.554785280332227404e-01
5.000000000000000000e+00,2.095475807551532489e+04,1.634301560493774375e+01,2.928711101880475051e-02,1.101912627524199439e-01,4.429271389630980854e-02,1.010000000000000000e+02,1.487122489970537629e+02,1.127084775899205749e+00,2.476375982670124543e-01
6.000000000000000000e+00,2.080176751741772023e+04,1.843480460987322544e+01,2.630663147811807684e-02,1.320499988595134067e-01,3.754931687677272312e-02,1.030000000000000000e+02,1.377478309534421612e+02,1.073212549173077734e+00,2.474474191151755931e-01
7.000000000000000000e+00,2.111085935431553662e+04,1.949253886513123746e+01,2.712700606533258174e-02,1.320173752319093730e-01,3.161989904629054077e-02,1.060000000000000000e+02,1.418247516998080187e+02,1.305770684567723938e+00,2.471471904986589918e-01
8.000000000000000000e+00,2.118264627771050800e+04,1.548066086065573721e+01,2.902882556061987113e-02,1.295624474445008500e-01,3.675067130121464215e-02,1.010000000000000000e+02,1.423163043731370863e+02,8.097373489581503048e-01,2.249673398751356468e-01
9.000000000000000000e+00,2.064561286957043922e+04,1.523255447387580830e+01,2.958204887742357445e-02,1.054718115668597384e-01,4.452390846125258567e-02,1.010000000000000000e+02,1.683018805965668321e+02,8.550016933801831698e-01,2.256521327789543507e-01
1.200000000000000000e+01,2.006902403789010350e+04,1.487773052137648833e+01,3.044352822732005956e-02,9.067278576940653034e-02,6.102509863174683524e-02,9.900000000000000000e+01,1.761793268460572506e+02,9.168434118230631702e-01,2.223343968016061323e-01
1.300000000000000000e+01,2.036248865990879858e+04,1.692761817331657426e+01,2.781176260402324837e-02,1.097945875837015722e-01,4.520325266736040237e-02,1.010000000000000000e+02,1.535799833555687997e+02,8.547359527762349307e-01,2.146390002671049735e-01
1.400000000000000000e+01,1.910767867201219269e+04,1.514499188231006244e+01,3.023375757570088279e-02,1.124378674611943157e-01,5.725131000974562762e-02,1.010000000000000000e+02,1.489306351678208102e+02,1.146222317649485012e+00,2.476120728695161144e-01
1.500000000000000000e+01,1.926452208698249524e+04,1.527481163037951362e+01,3.185713120295478179e-02,1.161885235001126754e-01,3.935061435731473933e-02,9.700000000000000000e+01,1.434250415142108181e+02,7.910016491948502759e-01,2.050916959205907053e-01
1.600000000000000000e+01,1.921626762176289049e+04,1.310871941078641001e+01,3.796603227962025429e-02,1.169880626214585967e-01,3.988056639755577920e-02,9.700000000000000000e+01,1.369316844856260218e+02,7.352228100617967943e-01,2.381090211800357404e-01
2.000000000000000000e+01,1.895436002182071752e+04,1.303762074224707668e+01,3.371136777636406928e-02,1.187010128598390418e-01,4.950476368729924553e-02,9.400000000000000000e+01,1.451469699479615656e+02,8.171827813119184603e-01,2.194148277803457392e-01
2.100000000000000000e+01,1.965675380494919955e+04,1.478614324514636280e+01,2.872842446692051854e-02,1.255746111037679968e-01,4.067508056484254314e-02,1.040000000000000000e+02,1.594408334171612580e+02,8.057145174269942922e-01,2.084568544391572076e-01
2.200000000000000000e+01,2.004310096952381718e+04,1.324492521480404505e+01,3.549856691772376727e-02,1.012402598811741467e-01,4.049418296797228228e-02,9.900000000000000000e+01,1.700467624074958621e+02,8.226345034759460217e-01,2.454214324347178400e-01
2.300000000000000000e+01,2.017111488483216453e+04,1.397039477603937030e+01,3.362604438744409840e-02,1.144846466051382683e-01,3.506666133868543977e-02,1.030000000000000000e+02,1.548556886834046509e+02,7.742481536347346482e-01,2.289285441648161445e-01
2.600000000000000000e+01,2.066525419009832694e+04,1.446159737795411360e+01,3.346948102392414276e-02,9.577023142515028731e-02,4.705376628529859412e-02,1.010000000000000000e+02,1.718440296705192338e+02,7.947142161335242205e-01,2.307630280263778810e-01
2.700000000000000000e+01,2.061699058077110749e+04,1.727310883357735349e+01,2.721289251957331734e-02,1.175045023262409338e-01,3.802837463967397025e-02,9.600000000000000000e+01,1.493403153977549778e+02,8.534497731150223476e-01,2.197016466719032002e-01
2.800000000000000000e+01,2.018853825246274573e+04,1.749366777853980892e+01,2.689158925624859225e-02,1.214361789564910449e-01,3.487016213014359350e-02,9.400000000000000000e+01,1.432816279849117791e+02,8.586370434544425834e-01,2.302065246324868641e-01
2.900000000000000000e+01,2.027604648145005558e+04,1.583274625296472138e+01,2.931740253717766628e-02,1.116613760112392523e-01,4.242954737935217963e-02,9.900000000000000000e+01,1.568700448278288491e+02,7.622728208920716009e-01,2.282198214977115280e-01
3.000000000000000000e+01,2.048450140022091364e+04,1.597069391006557559e+01,2.870426093154352515e-02,1.170370664319469178e-01,3.840228841857754039e-02,9.900000000000000000e+01,1.537777590716658551e+02,7.742216561422891052e-01,2.279652521435875101e-01
